descricao
"** Aprovado o Requerimento do Dep. Daniel Coelho (PSDB-PE), que solicita preferência para apreciação do PL nº 7.699/2006, item 3, sobre os demais itens da pauta."
"** Aprovado o Requerimento do Dep. Jovair Arantes, Líder do PTB, que solicita preferência para apreciação do Projeto de Lei nº 4.246/2012, item 6, sobre os demais itens da pauta."
"** Aprovado o Requerimento do Dep. Paulo Teixeira, na qualidade de Líder do Governo, que solicita preferência para apreciação da ordem do dia na seguinte sequência: 1º) PL nº 6.459 de 2013; 2º) PL nº 1.805 de 2015; 3º) PL nº 3.490 de 2012; 4º) PLP nº 163 de 2015; 5º) PL nº 466 de 2015; 6º) PL nº 3.561 de 2015; 7º) PRC nº 109 de 2015; 8º) PL nº 1.428 de 1999; 9) PRC nº 8 de 2007; seguidos dos demais itens."
"** Aprovado o Requerimento do Dep. Paulo Teixeira, na qualidade de Líder do Governo, que solicita preferência para apreciação da ordem do dia na seguinte sequência: 1º) PL nº 6.459 de 2013; 2º) PL nº 1.805 de 2015; 3º) PL nº 3.490 de 2012; 4º) PLP nº 163 de 2015; 5º) PL nº 466 de 2015; 6º) PL nº 3.561 de 2015; 7º) PRC nº 109 de 2015; 8º) PL nº 1.428 de 1999; 9º) PRC nº 8 de 2007; seguidos dos demais itens."
** Aprovado o Requerimento.
"** Rejeitado o Requerimento do Dep. Ságuas Moraes, na qualidade de Líder do PT, que solicita inversão da pauta, para que o Projeto de Lei nº 2.479/2000 seja votado primeiramente, renumerando-se os demais itens da pauta."
"*** Aprovado o Requerimento do Dep. Onyx Lorenzoni, na qualidade de Líder  do DEM, que solicita preferência para apreciação do PDC nº 84 de 2015 sobre os demais itens da pauta."
"*** Aprovado o Requerimento do Dep. Onyx Lorenzoni, na qualidade de Líder do DEM, que solicita preferência para apreciação do PDC nº 84 de 2015 sobre os demais itens da pauta."
*** Aprovado o Requerimento do Dep. Simão Sessim (PP-RJ) que solicita preferência para apreciação do PL nº 7.664/2014 sobre os demais itens da pauta.
"*** Rejeitada a modificação na Ordem do Dia decorrente de consulta formulada pelo Presidente, nos termos do § 1º do art. 160 do Regimento Interno, em face do encaminhamento, à Mesa, de mais de cinco requerimentos de preferência."
"*** Votação, em turno único, do Projeto de Lei nº 3.232 de 1992, principal (Sessão Deliberativa Ordinária de 20/10/2015). 
Encaminhou a Votação o Dep. Afonso Florence (PT-BA). 
Votação do requerimento da bancada do PR, que solicita DESTAQUE DE PREFERÊNCIA PARA O PROJETO DE LEI Nº 6.446/2013, APENSADO - DTQ 3. 
APROVADO O DESTAQUE DE PREFERÊNCIA. 
Prejudicado o destaque de preferência da bancada do PCdoB, para votação do Projeto de Lei nº 6.446/2013, apensado - DTQ 4. 
Rejeitadas as Emendas de Plenário nºs 1 e 2, com pareceres pela rejeição, ressalvados os destaques. 
Em razão do resultado proclamado pela Mesa: ""Aprovado o Projeto de Lei nº 6.446 de 2013"" (em processo simbólico), foi solicitada a verificação da votação pelos Deputados Daniel Coelho, na qualidade de Líder do PSDB; e Alex Manente (PPS-SP), passando-se à sua votação pelo processo nominal. 
APROVADO O PROJETO DE LEI Nº 6.446 DE 2013, APENSADO, ressalvados os destaques. Sim: 318; não: 79; abstenção: 1; total: 398.  
Ficam prejudicados o Projeto de Lei nº 3.232/1992, principal; o Substitutivo da Comissão de Seguridade Social e Família; o Substitutivo da Comissão de Constituição e Justiça e de Cidadania; e os Projetos de Lei de nºs 6.045/90, 192/91, 276/91, 506/91, 750/91, 1.439/91, 1.539/91, 2.065/91, 2.735/92, 2.741/92, 3.779/97, 4.667/98, 592/99, 2.937/00, 3.562/04. 5.322/09, 1.112/11, 1.744/11, 2.270/11, 2.450/11, 3.406/12, 3.523/12 e 7.175/14, apensados, ressalvados os destaques. 
Votação do § 3º do art. 5º do Projeto de Lei nº 6.446/2013, apensado, objeto do destaque para votação em separado da bancada do Bloco PP,PROS (bloco conforme data da apresentação do destaque) - DTQ 1. 
Encaminharam a Votação: Dep. Wadih Damous (PT-RJ) e Dep. Damião Feliciano (PDT-PB). 
Suprimido o texto destacado. 
Prejudicado o destaque da bancada do PSDB, para votação em separado do § 3º do art. 5º do Projeto de Lei nº 6.446/2013, apensado - DTQ 5. 
Prejudicado o destaque da bancada do DEM, para votação em separado do § 3º do art. 5º do Projeto de Lei nº 6.446/2013, apensado - DTQ 9. 
Votação da Emenda de Plenário nº 2, objeto do destaque da bancada do PSD - DTQ 10. 
Encaminhou a Votação o Dep. Wadih Damous (PT-RJ). 
Rejeitada a Emenda de Plenário nº 2. 
Votação da Emenda de Plenário nº 1, objeto do destaque da bancada do Bloco PP,PROS (bloco conforme data da apresentação do destaque) - DTQ 2. 
Encaminharam a Votação: Dep. Wadih Damous (PT-RJ) e Dep. Pompeo de Mattos (PDT-RS). 
Rejeitada a Emenda de Plenário nº 1. Sim: 206; não: 219; abstenção: 1; total: 426 (votação nominal, de ofício)
Prejudicado o destaque da bancada do DEM, para votação da Emenda de Plenário nº 1 - DTQ 7. 
Votação da expressão ""em juízo colegiado prévio"" constante do art. 10 do Projeto de Lei nº 6.446/2013, apensado, objeto do destaque para votação em separado da bancada do PSDB - DTQ 6. 
Em razão do resultado proclamado pela Mesa: ""Mantida a expressão"" (em processo simbólico), foi solicitada a verificação da votação pelo Deputado Daniel Coelho, na qualidade de Líder do PSDB, passando-se à sua votação pelo processo nominal.
Mantida a expressão destacada. Sim: 273; não: 145; abstenção: 1; total: 419.
Votação do art. 2º do Projeto de Lei nº 7.175/2014, apensado, para incluir o referido dispositivo onde couber, objeto do destaque para votação em separado da bancada do PSB - DTQ 8. 
Encaminhou a Votação o Dep. Heitor Schuch (PSB-RS). 
Prejudicados os destaques do Dep. Ságuas Moraes, para votação em separado dos parágrafos 5º e 6º, contidos no artigo 2º do PL nº 3.131 de 2008.
Prejudicado o Requerimento do Dep. Rubens Bueno, Líder do PPS, que solicita - nos termos do § 4º do artigo 185 do RICD - verificação da votação, antes do decurso do interstício de uma hora.
Votação do art. 3º da Subemenda Substitutiva Global, objeto do Destaque para votação em separado da bancada do PPS.
Mantido o texto. Sim: 215; não: 100; abstenção: 5; total: 320.
APROVADA A EMENDA DE REDAÇÃO Nº 1.
Aprovada a Redação Final assinada pelo Relator, Dep. João Campos (PSDB/GO).
A MATÉRIA VAI AO SENADO FEDERAL (PL 846-A/2015)."
"Discussão, em turno único, do Projeto de Lei nº 3.187 de 1997, principal. (SESSÃO DELIBERATIVA EXTRAORDINÁRIA DE 29/04/2015 - 13:00)
Discutiram a Matéria: Dep. Alessandro Molon (PT-RJ) e Dep. Marcus Pestana (PSDB-MG).
Encerrada a discussão.
O projeto foi emendado. Foram apresentadas as Emendas de Plenário nºs 1 a 3. (A Emenda de Plenário nº 2 foi retirada pelo autor).
Parecer às Emendas de Plenário proferido em Plenário pelo Relator, Dep. Daniel Vilela (PMDB-GO), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa; e, no mérito, pela aprovação das Emendas nºs 1 e 3. (A Emenda de Plenário nº 2 foi retirada pelo autor).
VOTAÇÃO DO REQUERIMENTO QUE SOLICITA DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DO PROJETO DE LEI Nº 985 DE 2015, APENSADO.
Encaminhou a Votação o Dep. Pompeo de Mattos (PDT-RS).
APROVADO O DESTAQUE DE PREFERÊNCIA.
APROVADA A EMENDA DE PLENÁRIO Nº 3, COM PARECER PELA APROVAÇÃO.
Rejeitada a Emenda de Plenário nº 1, com parecer pela aprovação.
APROVADO O PROJETO DE LEI Nº 985 DE 2015, APENSADO.
Ficam prejudicados o Projeto de Lei 3.187/1997, principal, e os Projetos de Lei nºs.1.309/99, 1.834/99, 2.016/99, 5.092/01, 6.935/02, 2.820/08, 4.066/08, 5.876/09, 5.118/13, 5.215/13, 5.527/13 e 7.421/14, apensados.
Prejudicado o destaque da bancada do PT, para votação da Emenda de Plenário nº 2.
Prejudicado o destaque da bancada do PT, para votação da Emenda de Plenário nº 3.
Prejudicado o Destaque da bancada do PT, para votação do § 3º do art. 65 da Lei n. 9605/98, constante do art. 1º do Projeto de Lei nº 985/2015.
Aprovada a Redação Final assinada pelo Relator, Dep. Daniel Vilela (PMDB-GO).
A MATÉRIA VAI AO SENADO FEDERAL (PL 985-A/2015)."
"Discussão, em turno único, do Projeto de Lei nº 3.877 de 2004, principal (Sessão Deliberativa Extraordinária de 02/07/2014 -12:29).
Aprovado o Requerimento do Dep. Geraldo Simões, na qualidade de Líder do PT, que solicita Destaque de Preferência para votação do Projeto de Lei nº 7.168/2014, apensado.
Encerrada a discussão.
Votação em turno único.
Aprovado o Projeto de Lei nº 7.168 de 2014, apensado.
Ficam prejudicados o projeto principal (PL nº 3.877/2004), o Substitutivo da Comissão de Seguridade Social e Família e os Projetos de Lei nºs 1.880/07, 2.118/07,2.312/03, 2.764/11, 2.864/11, 3.841/04, 3.982/04, 4.259/04, 4.366/08, 385/11, 4.507/08, 4.574/04, 4.913/12, 5.093/13, 6.881/13, 5.070/09, 5.950/09, 611/07, 644/07, 2.730/11,3.328/12, 3.583/12, 6.578/13 e 7.229/14, apensados.
Fica dispensada a redação final da matéria, nos termos do inciso III do § 2º do art. 195 do Regimento Interno da Câmara dos Deputados.
A matéria vai à sanção (PL 7.168-A/2014)."
"Discussão, em turno único, do Projeto de Lei nº 6.002 de 1990, principal (Sessão Deliberativa Extraordinária de 24 de março de 2015).
VOTAÇÃO DO REQUERIMENTO DO DEP. LEONARDO PICCIANI, LÍDER DO BLOCO PARLAMENTAR PMDB, PP, PTB, PSC, PHS, PEN, QUE SOLICITA DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 6.128/2009, APENSADO.
APROVADO O REQUERIMENTO.
DCD 25/03/15 PÁG 335 COL 01. 
Encerrada a discussão.
O projeto foi emendado. Foram apresentadas as Emendas de Plenário de nºs 1a 3.
Parecer às Emendas de Plenário proferido em Plenário pelo Relator, Dep. Vicente Candido (PT-SP), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela aprovação da Emenda nº 3; e pela rejeição das demais.
Votação em turno único.
Rejeitada a Emenda de Plenário nº 3, com parecer pela aprovação.
Rejeitadas as Emendas de Plenário de nºs 1 e 2, com parecer pela rejeição.
APROVADO O PROJETO DE LEI Nº 6.128 DE 2009, APENSADO.
Ficam prejudicados o projeto principal (PL nº 6.002/1990) e os Projetos de Lei de nºs 3.153/00, 6.839/06, 998/88, 1.662/89 e 4.679/90, apensados.
Aprovada a Redação Final assinada pelo Relator, Dep. Vicente Candido (PT-SP).
A MATÉRIA VAI AO SENADO FEDERAL (PL 6.128-A/2009)."
"Discussão, em turno único, do Projeto de Lei nº 6.869 de 2010, principal (Sessão Deliberativa Ordinária de 24 de fevereiro de 2015).  
Aprovado o Requerimento do Dep. Afonso Florence, na qualidade de Líder do PT, que solicita destaque de preferência para votação do Projeto de Lei nº 5.502/2013, apensado. 
Parecer proferido em Plenário pelo Relator, Dep. Paulo Abi-Ackel (PSDB-MG), pela Comissão Especial, que conclui pela aprovação do Projeto de Lei nº 5.502/2013, apensado; e pela rejeição dos demais apensados e das Emendas de nºs 1 a 7. 
Discutiram a Matéria: Dep. Hugo Leal (PROS-RJ), Dep. Vanderlei Macris (PSDB-SP), Dep. Eliziane Gama (PPS-MA), Dep. Domingos Sávio (PSDB-MG) e Dep. Alberto Fraga (DEM-DF).
O projeto foi emendado. Foi apresentada a Emenda de Plenário nº 8.
Parecer proferido em Plenário pelo Relator, Dep. Paulo Abi-Ackel (PSDB-MG), pela Comissão Especial, que conclui pela rejeição da Emenda de Plenário nº 8.
Votação em turno único.
Encaminharam a Votação: Dep. Maria do Rosário (PT-RS) e Dep. José Carlos Aleluia (DEM-BA).
Rejeitada a Emenda de Plenário nº 8, com parecer pela rejeição.
Aprovado o Projeto de Lei nº 5.502 de 2013, apensado.
Ficam prejudicados o Projeto de Lei nº 6.869/2010, principal, os demais Projetos de Lei apensados e as Emendas de Plenário nºs 1 a 7 (oferecidas aos Projetos de Lei nºs 4.846/94 e 2.733/08, apensados).
Fica dispensada a redação final da matéria, nos termos do inciso III do § 2º do art. 195 do Regimento Interno da Câmara dos Deputados.
A matéria vai à sanção (PL 5.502/2013)."
"Discussão, em turno único, do Projeto de Lei nº 779/1995, principal (Sessão Deliberativa Ordinária de 16 de abril de 2015)
Discutiram a Matéria: Dep. Alessandro Molon (PT-RJ), Dep. Major Olimpio (PDT-SP), Dep. Moroni Torgan (DEM-CE), Dep. Subtenente Gonzaga (PDT-MG) e Dep. João Campos (PSDB-GO).
Encerrada a discussão.
O projeto foi emendado. Foi apresentada a Emenda de Plenário nº 1.
Parecer à Emenda de Plenário proferido em Plenário pelo Relator, Dep. Efraim Filho (DEM-PB), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa; e, no mérito, pela aprovação.
APROVADO O REQUERIMENTO DO DEP. MENDONÇA FILHO, LÍDER DO DEM, QUE SOLICITA DESTAQUE DE PREFERÊNCIA PARA APRECIAÇÃO DO PL Nº 8.137/2014, APENSADO.
Prejudicado o Requerimento do Dep. Major Olímpio (PDT/SP), que solicita destaque de preferência para apreciação do PL nº 277/2015, apensado.
Votação em turno único.
APROVADA A EMENDA DE PLENÁRIO Nº 1, COM PARECER FAVORÁVEL.
APROVADO O PROJETO DE LEI N.º 8.137/2014, APENSADO.
Ficam prejudicados o projeto principal (PL nº 779/1995) e os Projetos de Lei de nºs 1.234/99, 5.586/01, 6.726/02, 7.435/02, 588/03, 2.804/03, 5.563/05, 5.925/05, 60/07, 5.636/09, 109/11, 222/11, 1.707/11, 5.683/13, 5.995/13, 7.382/14, 277/15, 476/15 e 938/15, apensados.
Votação da Redação Final.
Aprovada a Redação Final assinada pelo Relator, Dep. Efraim Filho (DEM-PB).
A MATÉRIA VAI AO SENADO FEDERAL (PL 8.137-A/2014)."
"Discussão, em turno único, do Projeto de Lei nº 789 de 2007, principal (Sessão Deliberativa Extraordinária de 25 de março de 2015 - 19:57).
Designado Relator, Dep. João Campos (PSDB-GO), para proferir o parecer pela Comissão de Direitos Humanos e Minorias.
Parecer proferido em Plenário pelo Relator, Dep. João Campos (PSDB-GO), pela Comissão de Direitos Humanos e Minorias, que conclui pela aprovação.
Discutiram a Matéria: Dep. Alberto Fraga (DEM-DF), Dep. Edmilson Rodrigues (PSOL-PA) e Dep. Moroni Torgan (DEM-CE).
O projeto foi emendado. Foi apresentada a Emenda de Plenário nº 1
Parecer à Emenda de Plenário proferido pelo Relator Dep. João Campos (PSDB-GO), pela CDHM, que conclui pela aprovação.
Designado Relator, Dep. Darcísio Perondi (PMDB-RS), para proferir o parecer pela Comissão de Seguridade Social e Família.
Parecer à Emenda de Plenário proferido pelo Relator, Dep. Darcísio Perondi (PMDB-RS), pela CSSF, que conclui pela aprovação.
Designado Relator, Dep. Carlos Sampaio (PSDB-SP), para proferir o parecer pela Comissão de Constituição e Justiça e de Cidadania.
Parecer à Emenda de Plenário proferido pelo Relator Dep. Carlos Sampaio (PSDB-SP), pela CCJC, que conclui pela aprovação.
VOTAÇÃO DO REQUERIMENTO DO DEP. JOSÉ CARLOS ALELUIA, NA QUALIDADE DE LÍDER DO DEM, QUE SOLICITA DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014, APENSADO.
Encaminharam a Votação: Dep. Pauderney Avelino (DEM-AM) e Dep. Edmilson Rodrigues (PSOL-PA).
Em razão do resultado proclamado pela Mesa: ""Aprovado o destaque de preferência"" (em processo simbólico), foi solicitada a verificação da votação pelos Deputados Fábio Faria (PSD-RN); Covatti Filho (PP-RS); e Aluisio Mendes, na qualidade de Líder do Bloco Parlamentar PRB, PTN, PMN, PRP, PSDC, PRTB, PTC, PSL, PTdoB, passando-se à sua votação pelo processo nominal.
APROVADO O DESTAQUE DE PREFERÊNCIA. SIM: 375; NÃO: 5; ABSTENÇÃO: 2; TOTAL: 382.
Votação em turno único.
APROVADA A EMENDA DE PLENÁRIO Nº 1, COM PARECER FAVORÁVEL.
APROVADO O PROJETO DE LEI Nº 8.077/2014, APENSADO.
Ficam prejudicados o projeto inicial (PL nº 789/2007); o Substitutivo da Comissão de Constituição e Justiça e de Cidadania; e os Projetos de Lei de nºs 2129-A/96, 545/99, 2242/99, 5165/01, 6260/02, 67/07, 183/07, 2366/07, 6568/09, 6997/10, 7004/10, 7088/10, 7911/10, 269/11, 1918/11, 3319/12, 3566/12, 4623/12, 5004/13, 5025/13, 5271/13, 5490/13, 5645/13, 6564/13, 7000/13 e 7255/14, apensados.
Votação da Redação Final.
Aprovada a Redação Final assinada pelo Dep. Arnaldo Faria de Sá (PTB-SP).
A MATÉRIA VAI AO SENADO FEDERAL (PL 8.077-A/2014).
DCD 26/03/15 PÁG 236 A 278 COL 01."
"Indeferido Requerimento da CECD solicitando a apensação do PL 270/03 a este, tendo em vista a intempestividade do pedido."
"Mantida a  expressão ""permanentemente"", constante do § 2º do art. 12, objeto do Destaque para votação em separado da bancada do PSD."
"Mantida a expressão ""carteira própria"", constante do § 1º do art. 15, objeto do Destaque para votação em separado da bancada do PSDB."
"Mantida a expressão ""do participante"", constante do § 1º do art. 17, objeto do Destaque para votação em separado da bancada do Bloco PSB/PTB/PCdoB."
"Mantida a expressão ""entre a edição do regulamento a que alude o § 1º e 31 de março de 2005, e onze por cento, após essa última data"", constante do inciso II do art. 5º , da Emenda Substitutiva de Plenário nº 218, objeto do Requerimento de DVS da Bancada do Bloco PL/PSL."
Mantida a expressão destacada.
Mantida a expressão destacada. Sim: 223; não: 110; abstenção: 2; total: 335.
Mantida a expressão destacada. Sim: 273; não: 145; abstenção: 1; total: 419.
Mantida a expressão.
Mantida a expressão. Sim: 186; não: 162; abstenção: 1; total: 349.
Mantida a expressão. Sim: 223; Não: 85; Abstenção: 4; Total: 312.
Mantida a expressão. Sim: 269; não: 92; abstenção: 6; total: 367.
Mantida a expressão. Sim: 350; não:117; abstenção: 2; total: 469.
Mantida a parte da Emenda. Sim: 292; Não: 167; Abstenção: 2; Total: 461.
Mantidas as expressões.
Mantido o  artigo 1º. Sim: 291; não: 59; abstenção: 1; total: 351.
Mantido o artigo 1º.
Mantido o artigo 43.
Mantido o artigo 6º.
Mantido o artigo destacado.
Mantido o artigo destacado. Sim: 267; não: 72; abstenção: 1; total: 340.
Mantido o artigo.
Mantido o artigo. Sim: 286; não: 88; abstenção: 1; total: 375.
Mantido o dispositivo destacado.
Mantido o dispositivo.
Mantido o dispositivo. Sim: 186; não: 95; abstenção: 4; total: 285.
Mantido o dispositivo. Sim: 193; não: 190; total: 383.
Mantido o inciso destacado. Sim: 188; não: 174; abstenção: 6; total: 368.
Mantido o inciso.
"Mantido o parágrafo  (exceto as expressões""bonecos"" e ""e a utilização de bandeiras"")."
Mantido o parágrafo destacado.
Mantido o parágrafo destacado. Sim: 165; não: 127; total: 292.
Mantido o parágrafo destacado. Sim: 269; Não: 118; Abstenção: 1; Total: 388.
Mantido o parágrafo.
Mantido o parágrafo. Sim: 206; não: 159; abstenção: 1; total: 366.
Mantido o texto aprovado pela Câmara. Rejeitada a Emenda. Sim: 136; não: 174; total: 310.
Mantido o texto aprovado pela Câmara. Rejeitada a Emenda. Sim: 146; não: 251; abstenção: 1; total: 398.
Mantido o texto aprovado pela Câmara. Rejeitada a Emenda. Sim: 148; não: 244; total: 392.
Mantido o texto aprovado pela Câmara. Rejeitada a Emenda. Sim: 158; não: 244: abstenção: 1; total: 403.
Mantido o texto aprovado pela Câmara. Rejeitada a Emenda. Sim: 165; não: 243; abstenção: 2; total: 410.
Mantido o texto aprovado pela Câmara. Rejeitada a Emenda. Sim: 181; não: 213; total: 394.
Mantido o texto aprovado pela Câmara. Rejeitada a emenda. Sim: 164; não: 249: total: 413.
Mantido o texto da Emenda Substitutiva Global.
Mantido o texto destacado.
Mantido o texto destacado. Sim: 226; não: 127; abstenção: 1; total: 354.
Mantido o texto destacado. Sim: 340; não: 33; total: 373.
Mantido o texto do Senado Federal. Sim: 286; não: 163; total: 449.
"Mantido o texto do parágrafo único do artigo 18 do Substitutivo, objeto do Destaque para votação em separado da bancada do DEM."
Mantido o texto.
Mantido o texto. Sim 215; não 77; abstenção 1; total 293.
Mantido o texto. Sim 223; não 35; total 258.
Mantido o texto. Sim 229; não 27; total 256.
Mantido o texto. Sim 256; não 147; abstenção 1; total 404.
Mantido o texto. Sim 256; não 41; total 297.
Mantido o texto. Sim 313; não: 128; abstenção: 1;  total: 442.
Mantido o texto. Sim: 138; não: 116; abstenção: 2; total: 256.
Mantido o texto. Sim: 169; não: 132; abstenção: 2; total: 303.
Mantido o texto. Sim: 176; Não: 86; Total: 262.
Mantido o texto. Sim: 183; Não: 79; Total: 262.
Mantido o texto. Sim: 184; não: 70; abstenção: 2; total: 256.
Mantido o texto. Sim: 189; Não: 140; Total: 329.
Mantido o texto. Sim: 192; não: 157; abstenção: 2; total: 351.
Mantido o texto. Sim: 196; Não: 84; Total: 280.
Mantido o texto. Sim: 196; não: 128; total: 324.
Mantido o texto. Sim: 199; não: 89; abstenção: 5; total: 293.
Mantido o texto. Sim: 200; Não: 80; Abstenção: 1; Total: 281.
Mantido o texto. Sim: 200; não: 188; total: 388.
Mantido o texto. Sim: 202; não: 108; abstenção: 1; total: 311.
Mantido o texto. Sim: 204; não: 133; abstenção: 1; total: 338.
Mantido o texto. Sim: 205; Não: 91; Abstenção: 1; Total: 297.
Mantido o texto. Sim: 205; não: 53; abstenção: 5; total: 263.
Mantido o texto. Sim: 206; Não: 70; Total: 276.
Mantido o texto. Sim: 206; não: 153; total: 359.
Mantido o texto. Sim: 206; não: 89; total: 295.
Mantido o texto. Sim: 207; Não: 83; Abstenção: 1;Total: 291.
Mantido o texto. Sim: 211; não: 209; abstenção: 3; total: 423.
Mantido o texto. Sim: 214; não: 104; total: 318.
Mantido o texto. Sim: 215; não: 100; abstenção: 5; total: 320.
Mantido o texto. Sim: 221; não: 76; total: 297.
Mantido o texto. Sim: 223; não: 123; total: 346.
Mantido o texto. Sim: 223; não: 209; abstenção: 3; total: 435.
Mantido o texto. Sim: 225; não: 187; total: 412.
Mantido o texto. Sim: 226; não: 149; abstenção: 1; total: 376.
Mantido o texto. Sim: 226; não: 183; abstenção: 2; total: 411.
Mantido o texto. Sim: 226; não: 30; abstenção: 2; total: 258.
Mantido o texto. Sim: 227; não: 105; total: 332.
Mantido o texto. Sim: 228; Não: 107; Total: 335.
Mantido o texto. Sim: 229; Não: 106; Abstenção: 1; Total: 336.
Mantido o texto. Sim: 232; não: 116;  total: 348.
Mantido o texto. Sim: 234; não: 175; abstenção: 9; total: 418.
Mantido o texto. Sim: 235; não: 107; total: 342.
Mantido o texto. Sim: 235; não: 232; total: 467.
Mantido o texto. Sim: 236; Não: 99; Total: 335.
Mantido o texto. Sim: 237; não: 93; total: 330.
Mantido o texto. Sim: 239; não: 161; abstenção: 1; total: 401.
Mantido o texto. Sim: 239; não: 189; abstenção: 3; total: 431.
Mantido o texto. Sim: 240; não: 106; total: 346.
Mantido o texto. Sim: 240; não: 99; abstenção: 2; total: 341.
Mantido o texto. Sim: 241; não: 109; total: 350 .
Mantido o texto. Sim: 241; não: 128; abstenção: 2; total: 371.
Mantido o texto. Sim: 242; não: 175; total: 417.
Mantido o texto. Sim: 243; não: 88; abstenção: 1; total: 332.
Mantido o texto. Sim: 244; não: 107; abstenção: 1; total: 352.
Mantido o texto. Sim: 246; não: 119; abstenção: 2; total: 367.
Mantido o texto. Sim: 246; não: 200; abstenção: 01; total: 447.
Mantido o texto. Sim: 248; não: 129; abstenção: 2; total: 379.
Mantido o texto. Sim: 251; não: 206; total: 457.
Mantido o texto. Sim: 253; não: 154; abstenção: 2; total: 409.
Mantido o texto. Sim: 253; não: 210; total: 463.
Mantido o texto. Sim: 254; não: 124; total: 378.
Mantido o texto. Sim: 255; não: 139; abstenção: 1; total: 395.
Mantido o texto. Sim: 256; não: 65; total: 321.
Mantido o texto. Sim: 258; não: 102; total: 360.
Mantido o texto. Sim: 258; não: 119; total: 377.
Mantido o texto. Sim: 258; não: 129; total: 387.
Mantido o texto. Sim: 258; não: 144; abstenção: 1; total: 403.
Mantido o texto. Sim: 258; não: 158; abstenção: 2; total: 418.
Mantido o texto. Sim: 258; não: 97; abstenção: 1; total: 356.
Mantido o texto. Sim: 260; não: 37; abstenção: 2; total: 299.
Mantido o texto. Sim: 263; não: 116;  total: 379.
Mantido o texto. Sim: 263; não: 8; abstenção: 2; total: 273.
Mantido o texto. Sim: 264; não: 133; abstenção: 1; total: 398.
Mantido o texto. Sim: 264; não: 148; abstenção: 1; total: 413.
Mantido o texto. Sim: 264; não: 174; abstenção: 1; total: 439.
Mantido o texto. Sim: 266; não: 109; total: 375.
Mantido o texto. Sim: 266; não: 126; abstenção: 1; total: 393.
Mantido o texto. Sim: 266; não: 139; abstenção: 1; total: 406.
Mantido o texto. Sim: 267; não: 70; abstenção: 1; total: 338.
Mantido o texto. Sim: 268; não: 108; abstenção: 1; total: 377.
Mantido o texto. Sim: 268; não: 124; total: 392.
Mantido o texto. Sim: 268; não: 162; abstenção: 2; total: 432.
Mantido o texto. Sim: 268; não: 62; abstenção: 5; total: 335.
Mantido o texto. Sim: 269; não: 121; abstenção: 1; total: 391.
Mantido o texto. Sim: 269; não: 97; total: 366.
Mantido o texto. Sim: 270; não: 173; abstenção: 1; total: 444.
Mantido o texto. Sim: 271; não: 128; abstenção: 1; total: 400.
Mantido o texto. Sim: 272; não: 108; total: 380.
Mantido o texto. Sim: 272; não: 125; abstenção: 1; total: 398.
Mantido o texto. Sim: 273; não: 137; total: 410.
Mantido o texto. Sim: 274; não: 160; abstenção: 1; total: 435.
Mantido o texto. Sim: 274; não: 174; abstenção: 1; total: 449.
Mantido o texto. Sim: 275; não: 116; abstenção: 1; total: 392.
Mantido o texto. Sim: 276; não: 105; total: 381.
Mantido o texto. Sim: 277; Não: 174; Abstenção: 1; Total: 452.
Mantido o texto. Sim: 279; não: 93; total: 372.
Mantido o texto. Sim: 280; não: 121; total: 401.
Mantido o texto. Sim: 282; não: 108; total: 390.
Mantido o texto. Sim: 282; não: 153; total: 435.
Mantido o texto. Sim: 283; não: 129; total: 412.
Mantido o texto. Sim: 283; não: 135; total: 418.
Mantido o texto. Sim: 283; não: 60; abstenção: 1; total: 344.
Mantido o texto. Sim: 283; não: 64; abstenção: 2; total: 349.
Mantido o texto. Sim: 284 ; não: 106; total: .390.
Mantido o texto. Sim: 284; não: 119; total: 403.
Mantido o texto. Sim: 284; não: 126; total: 410.
Mantido o texto. Sim: 286; não: 112; total: 398.
Mantido o texto. Sim: 287; não: 41; abstenção: 2; total: 330.
Mantido o texto. Sim: 287; não: 96; abstenção: 1; total: 384.
Mantido o texto. Sim: 288; não: 114; total: 402.
Mantido o texto. Sim: 288; não: 148; abstenção: 2; total: 438.
Mantido o texto. Sim: 288; não: 62; abstenção: 1; total: 351.
Mantido o texto. Sim: 289; não: 12; total: 301.
Mantido o texto. Sim: 290; não: 142; abstenção: 1; total: 433.
Mantido o texto. Sim: 291; não: 134; abstenção: 1; total: 426.
Mantido o texto. Sim: 292; não: 116; total: 408.
Mantido o texto. Sim: 292; não: 89; total: 381.
Mantido o texto. Sim: 295;  não: 115; abstenção: 1; total: 411.
Mantido o texto. Sim: 295; não: 103; abstenção: 3; total: 401.
Mantido o texto. Sim: 296; não: 117; abstenção: 2; total: 415.
Mantido o texto. Sim: 296; não: 69; abstenção: 2; total: 367.
Mantido o texto. Sim: 297. Não: 12. Abstenção: 2. Total: 311.
Mantido o texto. Sim: 297; Não: 51; Abstenções: 2; Total: 350.
Mantido o texto. Sim: 297; não: 127; total: 424.
